UserID0,Channel2,RecordDate2,Duration 2,Name,Surname,Email,Gender,Race,Age,Province,Social Media Handle,Watch_Count,Day_name,Month_name,Day_month,sast_time,day_classification,Duration_classification,Age_Classification,Time_Classification
787128,SuperSport Blitz,2016-03-06T12:41:00.000Z,1899-12-31T00:00:10.000Z,Yong ,Biggers,Yong 482@gmail.com,male,black,100,Gauteng,@Yong 48,1,Sun,Mar,6,2016-03-06T14:41:00.000Z,Weekend,01. Low consumption,Senior citizen,03. Afternoon
2000056,ICC Cricket World Cup 2011,2016-03-11T14:53:00.000Z,1899-12-31T00:06:50.000Z,Jacinto ,Holt,Jacinto 254@abcmail.com,male,indian_asian,97,Gauteng,@Jacinto 25,1,Fri,Mar,11,2016-03-11T16:53:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2021327,Africa Magic,2016-03-17T15:24:00.000Z,1899-12-31T00:00:50.500Z,Lane ,Jacox,Lane 112@gmail.com,male,white,79,Gauteng,@Lane 11,1,Thu,Mar,17,2016-03-17T17:24:00.000Z,Weekday,01. Low consumption,Senior citizen,03. Afternoon
2021327,Cartoon Network,2016-03-17T18:15:00.000Z,1899-12-31T00:15:21.000Z,Lane ,Jacox,Lane 112@gmail.com,male,white,79,Gauteng,@Lane 11,1,Thu,Mar,17,2016-03-17T20:15:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
893742,Channel O,2016-03-16T09:33:00.000Z,1899-12-31T00:00:27.000Z,Samuel ,Condie,Samuel 264@abcmail.com,male,indian_asian,71,Gauteng,@Samuel 26,1,Wed,Mar,16,2016-03-16T11:33:00.000Z,Weekday,01. Low consumption,Senior citizen,02. Mid-Morning
893742,ICC Cricket World Cup 2011,2016-03-23T08:50:00.000Z,1899-12-31T00:12:48.000Z,Samuel ,Condie,Samuel 264@abcmail.com,male,indian_asian,71,Gauteng,@Samuel 26,2,Wed,Mar,23,2016-03-23T10:50:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
893742,ICC Cricket World Cup 2011,2016-03-16T08:36:00.000Z,1899-12-31T00:06:00.000Z,Samuel ,Condie,Samuel 264@abcmail.com,male,indian_asian,71,Gauteng,@Samuel 26,2,Wed,Mar,16,2016-03-16T10:36:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
893742,SuperSport Blitz,2016-03-15T18:19:00.000Z,1899-12-31T00:16:58.000Z,Samuel ,Condie,Samuel 264@abcmail.com,male,indian_asian,71,Gauteng,@Samuel 26,1,Tue,Mar,15,2016-03-15T20:19:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
2289038,ICC Cricket World Cup 2011,2016-03-26T17:47:00.000Z,1899-12-31T00:00:44.000Z,Hyman ,Marek,Hyman 82@gmail.com,male,white,71,Gauteng,@Hyman 8,1,Sat,Mar,26,2016-03-26T19:47:00.000Z,Weekend,01. Low consumption,Senior citizen,04. Evening
2203633,E! Entertainment,2016-02-16T16:29:00.000Z,1899-12-31T00:01:26.000Z,Stephen ,Mastrangelo,Stephen 155@mailxyz.com,male,white,70,Eastern Cape,@Stephen 15,1,Tue,Feb,16,2016-02-16T18:29:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2360194,SuperSport Blitz,2016-02-25T16:46:00.000Z,1899-12-31T00:01:28.000Z,Samuel ,Slane,Samuel 264@abcmail.com,male,coloured,70,Western Cape,@Samuel 26,2,Thu,Feb,25,2016-02-25T18:46:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2360194,SuperSport Blitz,2016-03-10T08:10:00.000Z,1899-12-31T00:00:00.000Z,Samuel ,Slane,Samuel 264@abcmail.com,male,coloured,70,Western Cape,@Samuel 26,2,Thu,Mar,10,2016-03-10T10:10:00.000Z,Weekday,04.Very High Consumption,Senior citizen,02. Mid-Morning
2415033,Boomerang,2016-03-24T09:00:00.000Z,1899-12-31T00:00:44.000Z,Abel ,Leicht,Abel 183@mail.com,male,white,69,North West,@Abel 18,1,Thu,Mar,24,2016-03-24T11:00:00.000Z,Weekday,01. Low consumption,Senior citizen,02. Mid-Morning
893916,ICC Cricket World Cup 2011,2016-03-25T11:32:00.000Z,1899-12-31T00:04:04.000Z,Samuel ,Crotty,Samuel 263@mail.com,male,None,68,Gauteng,@Samuel 26,1,Fri,Mar,25,2016-03-25T13:32:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
903455,ICC Cricket World Cup 2011,2016-03-29T17:00:00.000Z,1899-12-31T00:08:30.000Z,Hyman ,Mina,Hyman 83@mail.com,male,None,68,Gauteng,@Hyman 8,1,Tue,Mar,29,2016-03-29T19:00:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
929024,Supersport Live Events,2016-03-24T09:34:00.000Z,1899-12-31T00:15:18.000Z,Abel ,Hoadley,Abel 184@abcmail.com,male,white,68,Gauteng,@Abel 18,1,Thu,Mar,24,2016-03-24T11:34:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
773306,SuperSport Blitz,2016-02-04T18:38:00.000Z,1899-12-31T00:02:30.000Z,Samuel ,Borelli,Samuel 261@yahoo.com,male,coloured,67,Western Cape,@Samuel 26,2,Thu,Feb,4,2016-02-04T20:38:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
773306,SuperSport Blitz,2016-01-13T22:02:00.000Z,1899-12-31T00:03:00.000Z,Samuel ,Borelli,Samuel 261@yahoo.com,male,coloured,67,Western Cape,@Samuel 26,2,Wed,Jan,13,2016-01-14T00:02:00.000Z,Weekday,02. Medium consumption,Senior citizen,05.Night
773306,Supersport Live Events,2016-01-10T12:05:00.000Z,1899-12-31T00:01:02.000Z,Samuel ,Borelli,Samuel 261@yahoo.com,male,coloured,67,Western Cape,@Samuel 26,1,Sun,Jan,10,2016-01-10T14:05:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
805296,SuperSport Blitz,2016-02-19T19:09:00.000Z,1899-12-31T00:16:56.000Z,Jacinto ,Bilyeu,Jacinto 254@abcmail.com,male,None,67,Gauteng,@Jacinto 25,1,Fri,Feb,19,2016-02-19T21:09:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
894215,ICC Cricket World Cup 2011,2016-03-30T12:25:00.000Z,1899-12-31T00:00:36.000Z,Chas ,Lavoie,Chas 351@yahoo.com,male,indian_asian,67,Gauteng,@Chas 35,1,Wed,Mar,30,2016-03-30T14:25:00.000Z,Weekday,01. Low consumption,Senior citizen,03. Afternoon
940290,CNN,2016-03-13T17:12:00.000Z,1899-12-31T00:02:28.000Z,Emerson ,Leicht,Emerson 244@abcmail.com,male,None,67,Gauteng,@Emerson 24,1,Sun,Mar,13,2016-03-13T19:12:00.000Z,Weekend,02. Medium consumption,Senior citizen,04. Evening
940290,ICC Cricket World Cup 2011,2016-03-16T14:19:00.000Z,1899-12-31T02:09:54.000Z,Emerson ,Leicht,Emerson 244@abcmail.com,male,None,67,Gauteng,@Emerson 24,1,Wed,Mar,16,2016-03-16T16:19:00.000Z,Weekday,04.Very High Consumption,Senior citizen,03. Afternoon
2204775,ICC Cricket World Cup 2011,2016-03-19T11:38:00.000Z,1899-12-31T00:09:04.000Z,Shandra ,Mccollum,Shandra 241@yahoo.com,female,black,67,Northern Cape,@Shandra 24,1,Sat,Mar,19,2016-03-19T13:38:00.000Z,Weekend,02. Medium consumption,Senior citizen,02. Mid-Morning
2204775,Trace TV,2016-01-02T13:32:00.000Z,1899-12-31T00:01:06.000Z,Shandra ,Mccollum,Shandra 241@yahoo.com,female,black,67,Northern Cape,@Shandra 24,2,Sat,Jan,2,2016-01-02T15:32:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
2204775,Trace TV,2016-03-12T14:07:00.000Z,1899-12-31T00:14:03.000Z,Shandra ,Mccollum,Shandra 241@yahoo.com,female,black,67,Northern Cape,@Shandra 24,2,Sat,Mar,12,2016-03-12T16:07:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
2369921,Africa Magic,2016-02-04T10:31:00.000Z,1899-12-31T00:02:30.000Z,Kip ,Creager,Kip 144@abcmail.com,male,black,67,Eastern Cape,@Kip 14,2,Thu,Feb,4,2016-02-04T12:31:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
2369921,Africa Magic,2016-01-25T21:39:00.000Z,1899-12-31T00:03:09.500Z,Kip ,Creager,Kip 144@abcmail.com,male,black,67,Eastern Cape,@Kip 14,2,Mon,Jan,25,2016-01-25T23:39:00.000Z,Weekday,02. Medium consumption,Senior citizen,05.Night
2369921,CNN,2016-02-10T01:02:00.000Z,1899-12-31T00:02:15.000Z,Kip ,Creager,Kip 144@abcmail.com,male,black,67,Eastern Cape,@Kip 14,1,Wed,Feb,10,2016-02-10T03:02:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
2369921,SuperSport Blitz,2016-01-21T17:11:00.000Z,1899-12-31T00:47:00.000Z,Kip ,Creager,Kip 144@abcmail.com,male,black,67,Eastern Cape,@Kip 14,1,Thu,Jan,21,2016-01-21T19:11:00.000Z,Weekday,03. High consumption,Senior citizen,04. Evening
805266,Supersport Live Events,2016-02-18T19:37:00.000Z,1899-12-31T00:00:38.000Z,Cory ,Biggers,Cory 104@abcmail.com,male,None,66,Western Cape,@Cory 10,1,Thu,Feb,18,2016-02-18T21:37:00.000Z,Weekday,01. Low consumption,Senior citizen,04. Evening
820300,ICC Cricket World Cup 2011,2016-03-30T14:43:00.000Z,1899-12-31T00:04:08.000Z,Robby ,Slane,Robby 165@mailxyz.com,male,white,66,Gauteng,@Robby 16,1,Wed,Mar,30,2016-03-30T16:43:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
820300,Supersport Live Events,2016-03-11T16:59:00.000Z,1899-12-31T00:02:26.000Z,Robby ,Slane,Robby 165@mailxyz.com,male,white,66,Gauteng,@Robby 16,3,Fri,Mar,11,2016-03-11T18:59:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
820300,Supersport Live Events,2016-03-19T18:00:00.000Z,1899-12-31T00:01:58.000Z,Robby ,Slane,Robby 165@mailxyz.com,male,white,66,Gauteng,@Robby 16,3,Sat,Mar,19,2016-03-19T20:00:00.000Z,Weekend,02. Medium consumption,Senior citizen,04. Evening
820300,Supersport Live Events,2016-03-19T16:49:00.000Z,1899-12-31T00:01:12.000Z,Robby ,Slane,Robby 165@mailxyz.com,male,white,66,Gauteng,@Robby 16,3,Sat,Mar,19,2016-03-19T18:49:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
941416,CNN,2016-03-11T19:52:00.000Z,1899-12-31T00:04:32.000Z,Stephen ,Biggers,Stephen 153@mail.com,male,white,66,Northern Cape,@Stephen 15,2,Fri,Mar,11,2016-03-11T21:52:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
941416,CNN,2016-03-14T15:57:00.000Z,1899-12-31T00:00:00.000Z,Stephen ,Biggers,Stephen 153@mail.com,male,white,66,Northern Cape,@Stephen 15,2,Mon,Mar,14,2016-03-14T17:57:00.000Z,Weekday,04.Very High Consumption,Senior citizen,03. Afternoon
803398,Supersport Live Events,2016-02-19T12:42:00.000Z,1899-12-31T00:04:34.000Z,Nubia ,Sytsma,Nubia 402@gmail.com,female,white,65,Northern Cape,@Nubia 40,1,Fri,Feb,19,2016-02-19T14:42:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
810455,Boomerang,2016-02-18T17:29:00.000Z,1899-12-31T00:03:04.000Z,Robby ,Reisinger,Robby 162@gmail.com,male,None,65,Gauteng,@Robby 16,1,Thu,Feb,18,2016-02-18T19:29:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
810455,Supersport Live Events,2016-03-05T21:04:00.000Z,1899-12-31T00:00:28.000Z,Robby ,Reisinger,Robby 162@gmail.com,male,None,65,Gauteng,@Robby 16,1,Sat,Mar,5,2016-03-05T23:04:00.000Z,Weekend,01. Low consumption,Senior citizen,05.Night
820610,SuperSport Blitz,2016-03-05T08:52:00.000Z,1899-12-31T00:10:12.000Z,Lane ,Nicholls,Lane 115@mailxyz.com,male,white,65,Kwazulu Natal,@Lane 11,1,Sat,Mar,5,2016-03-05T10:52:00.000Z,Weekend,02. Medium consumption,Senior citizen,02. Mid-Morning
1072207,E! Entertainment,2016-01-10T17:43:00.000Z,1899-12-31T00:00:00.000Z,Samuel ,Tatham,Samuel 263@mail.com,male,white,65,Northern Cape,@Samuel 26,1,Sun,Jan,10,2016-01-10T19:43:00.000Z,Weekend,04.Very High Consumption,Senior citizen,04. Evening
610413,Trace TV,2016-01-13T20:19:00.000Z,1899-12-31T00:44:27.000Z,Earline ,Zweifel,Earline 323@mail.com,female,black,64,Eastern Cape,@Earline 32,1,Wed,Jan,13,2016-01-13T22:19:00.000Z,Weekday,03. High consumption,Senior citizen,04. Evening
822319,Channel O,2016-02-01T15:26:00.000Z,1899-12-31T00:02:15.000Z,Roxana ,Nicholls,Roxana 114@abcmail.com,female,black,64,Gauteng,@Roxana 11,1,Mon,Feb,1,2016-02-01T17:26:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
893191,kykNET,2016-03-20T19:10:00.000Z,1899-12-31T00:14:45.000Z,Robby ,Langenfeld,Robby 163@mail.com,male,white,64,Western Cape,@Robby 16,1,Sun,Mar,20,2016-03-20T21:10:00.000Z,Weekend,02. Medium consumption,Senior citizen,04. Evening
2092357,CNN,2016-02-20T18:34:00.000Z,1899-12-31T00:01:19.000Z,Stephen ,Roquemore,Stephen 152@gmail.com,male,white,64,Western Cape,@Stephen 15,1,Sat,Feb,20,2016-02-20T20:34:00.000Z,Weekend,02. Medium consumption,Senior citizen,04. Evening
860786,Cartoon Network,2016-03-10T23:03:00.000Z,1899-12-31T00:00:05.000Z,Abel ,Curran,Abel 182@gmail.com,male,black,63,Eastern Cape,@Abel 18,1,Thu,Mar,10,2016-03-11T01:03:00.000Z,Weekday,01. Low consumption,Senior citizen,05.Night
860786,Supersport Live Events,2016-03-05T19:31:00.000Z,1899-12-31T00:53:38.000Z,Abel ,Curran,Abel 182@gmail.com,male,black,63,Eastern Cape,@Abel 18,1,Sat,Mar,5,2016-03-05T21:31:00.000Z,Weekend,03. High consumption,Senior citizen,04. Evening
903695,CNN,2016-03-28T08:35:00.000Z,1899-12-31T00:09:42.000Z,Jacinto ,Biggers,Jacinto 251@yahoo.com,male,None,63,Kwazulu Natal,@Jacinto 25,1,Mon,Mar,28,2016-03-28T10:35:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
773545,CNN,2016-02-05T13:08:00.000Z,1899-12-31T00:01:27.000Z,Reagan ,Biggers,Reagan 483@mail.com,female,black,62,Mpumalanga,@Reagan 48,1,Fri,Feb,5,2016-02-05T15:08:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
788961,SuperSport Blitz,2016-02-21T07:27:00.000Z,1899-12-31T00:00:08.000Z,Kyle ,Mccown,Kyle 63@mail.com,male,black,62,North West,@Kyle 6,1,Sun,Feb,21,2016-02-21T09:27:00.000Z,Weekend,01. Low consumption,Senior citizen,02. Mid-Morning
788961,Supersport Live Events,2016-01-26T16:17:00.000Z,1899-12-31T00:00:06.000Z,Kyle ,Mccown,Kyle 63@mail.com,male,black,62,North West,@Kyle 6,1,Tue,Jan,26,2016-01-26T18:17:00.000Z,Weekday,01. Low consumption,Senior citizen,03. Afternoon
788961,Trace TV,2016-03-20T12:37:00.000Z,1899-12-31T00:27:18.000Z,Kyle ,Mccown,Kyle 63@mail.com,male,black,62,North West,@Kyle 6,1,Sun,Mar,20,2016-03-20T14:37:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
819332,Boomerang,2016-03-06T20:44:00.000Z,1899-12-31T00:00:58.000Z,Carter ,Sytsma,Carter 35@mailxyz.com,male,white,62,Gauteng,@Carter 3,1,Sun,Mar,6,2016-03-06T22:44:00.000Z,Weekend,01. Low consumption,Senior citizen,04. Evening
861202,Trace TV,2016-01-13T14:55:00.000Z,1899-12-31T00:00:30.000Z,Stefan ,Vital,Stefan 465@mailxyz.com,male,white,62,Gauteng,@Stefan 46,1,Wed,Jan,13,2016-01-13T16:55:00.000Z,Weekday,01. Low consumption,Senior citizen,03. Afternoon
2092216,CNN,2016-03-16T06:29:00.000Z,1899-12-31T00:01:43.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,2,Wed,Mar,16,2016-03-16T08:29:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
2092216,CNN,2016-03-24T04:28:00.000Z,1899-12-31T00:00:00.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,2,Thu,Mar,24,2016-03-24T06:28:00.000Z,Weekday,04.Very High Consumption,Senior citizen,01. Morning
2092216,ICC Cricket World Cup 2011,2016-03-19T18:32:00.000Z,1899-12-31T00:00:52.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,2,Sat,Mar,19,2016-03-19T20:32:00.000Z,Weekend,01. Low consumption,Senior citizen,04. Evening
2092216,ICC Cricket World Cup 2011,2016-03-16T12:21:00.000Z,1899-12-31T00:05:36.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,2,Wed,Mar,16,2016-03-16T14:21:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2092216,SawSee,2016-02-13T13:38:00.000Z,1899-12-31T00:01:13.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,1,Sat,Feb,13,2016-02-13T15:38:00.000Z,Weekend,02. Medium consumption,Senior citizen,03. Afternoon
2092216,Supersport Live Events,2016-03-19T18:48:00.000Z,1899-12-31T00:00:22.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,1,Sat,Mar,19,2016-03-19T20:48:00.000Z,Weekend,01. Low consumption,Senior citizen,04. Evening
2092216,Vuzu,2016-03-20T20:26:00.000Z,1899-12-31T00:00:39.000Z,Randy ,Bilyeu,Randy 394@abcmail.com,male,white,62,Western Cape,@Randy 39,1,Sun,Mar,20,2016-03-20T22:26:00.000Z,Weekend,01. Low consumption,Senior citizen,04. Evening
2205474,SuperSport Blitz,2016-03-11T17:00:00.000Z,1899-12-31T00:18:24.000Z,Kip ,Mcclaine,Kip 141@yahoo.com,male,black,62,Eastern Cape,@Kip 14,1,Fri,Mar,11,2016-03-11T19:00:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
773444,Supersport Live Events,2016-03-24T13:34:00.000Z,1899-12-31T00:00:16.000Z,Loyd ,Crotty,Loyd 494@abcmail.com,male,white,61,Limpopo,@Loyd 49,2,Thu,Mar,24,2016-03-24T15:34:00.000Z,Weekday,01. Low consumption,Senior citizen,03. Afternoon
773444,Supersport Live Events,2016-03-25T07:59:00.000Z,1899-12-31T00:00:24.000Z,Loyd ,Crotty,Loyd 494@abcmail.com,male,white,61,Limpopo,@Loyd 49,2,Fri,Mar,25,2016-03-25T09:59:00.000Z,Weekday,01. Low consumption,Senior citizen,02. Mid-Morning
809034,Channel O,2016-03-01T04:22:00.000Z,1899-12-31T00:17:30.000Z,Robby ,Beville,Robby 162@gmail.com,male,black,61,Gauteng,@Robby 16,1,Tue,Mar,1,2016-03-01T06:22:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
809034,ICC Cricket World Cup 2011,2016-03-03T05:39:00.000Z,1899-12-31T00:07:50.000Z,Robby ,Beville,Robby 162@gmail.com,male,black,61,Gauteng,@Robby 16,1,Thu,Mar,3,2016-03-03T07:39:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
813903,Africa Magic,2016-02-26T20:03:00.000Z,1899-12-31T00:00:00.000Z,Claud ,Nicholls,Claud 345@mailxyz.com,male,None,61,North West,@Claud 34,1,Fri,Feb,26,2016-02-26T22:03:00.000Z,Weekday,04.Very High Consumption,Senior citizen,04. Evening
2204439,E! Entertainment,2016-01-18T15:10:00.000Z,1899-12-31T00:08:36.000Z,Romeo ,Sieren,Romeo 371@yahoo.com,male,white,61,Western Cape,@Romeo 37,1,Mon,Jan,18,2016-01-18T17:10:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2288719,Africa Magic,2016-02-02T09:18:00.000Z,1899-12-31T00:00:37.000Z,Cory ,Mccown,Cory 105@mailxyz.com,male,black,61,Limpopo,@Cory 10,2,Tue,Feb,2,2016-02-02T11:18:00.000Z,Weekday,01. Low consumption,Senior citizen,02. Mid-Morning
2288719,Africa Magic,2016-01-22T11:20:00.000Z,1899-12-31T00:01:26.000Z,Cory ,Mccown,Cory 105@mailxyz.com,male,black,61,Limpopo,@Cory 10,2,Fri,Jan,22,2016-01-22T13:20:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
2288719,Cartoon Network,2016-01-17T21:04:00.000Z,1899-12-31T00:01:33.000Z,Cory ,Mccown,Cory 105@mailxyz.com,male,black,61,Limpopo,@Cory 10,1,Sun,Jan,17,2016-01-17T23:04:00.000Z,Weekend,02. Medium consumption,Senior citizen,05.Night
2288719,M-Net,2016-01-07T12:05:00.000Z,1899-12-31T00:01:16.000Z,Cory ,Mccown,Cory 105@mailxyz.com,male,black,61,Limpopo,@Cory 10,1,Thu,Jan,7,2016-01-07T14:05:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
2360014,SuperSport Blitz,2016-01-16T14:15:00.000Z,1899-12-31T00:00:28.000Z,Lloyd ,Zweifel,Lloyd 73@mail.com,male,None,61,Gauteng,@Lloyd 7,1,Sat,Jan,16,2016-01-16T16:15:00.000Z,Weekend,01. Low consumption,Senior citizen,03. Afternoon
772102,Cartoon Network,2016-01-13T12:38:00.000Z,1899-12-31T00:05:29.000Z,Len ,Fudge,Len 445@mailxyz.com,male,coloured,60,Western Cape,@Len 44,1,Wed,Jan,13,2016-01-13T14:38:00.000Z,Weekday,02. Medium consumption,Senior citizen,03. Afternoon
772102,SuperSport Blitz,2016-01-14T05:03:00.000Z,1899-12-31T00:00:00.000Z,Len ,Fudge,Len 445@mailxyz.com,male,coloured,60,Western Cape,@Len 44,1,Thu,Jan,14,2016-01-14T07:03:00.000Z,Weekday,04.Very High Consumption,Senior citizen,01. Morning
787618,CNN,2016-01-14T17:19:00.000Z,1899-12-31T00:01:58.000Z,Hyman ,Roquemore,Hyman 82@gmail.com,male,white,60,Gauteng,@Hyman 8,1,Thu,Jan,14,2016-01-14T19:19:00.000Z,Weekday,02. Medium consumption,Senior citizen,04. Evening
809675,SawSee,2016-02-21T18:15:00.000Z,1899-12-31T00:01:09.000Z,Stacy ,Borelli,Stacy 274@abcmail.com,male,white,60,Kwazulu Natal,@Stacy 27,1,Sun,Feb,21,2016-02-21T20:15:00.000Z,Weekend,02. Medium consumption,Senior citizen,04. Evening
809675,SuperSport Blitz,2016-03-03T00:41:00.000Z,1899-12-31T00:06:54.000Z,Stacy ,Borelli,Stacy 274@abcmail.com,male,white,60,Kwazulu Natal,@Stacy 27,1,Thu,Mar,3,2016-03-03T02:41:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
809675,Supersport Live Events,2016-02-26T08:41:00.000Z,1899-12-31T00:03:32.000Z,Stacy ,Borelli,Stacy 274@abcmail.com,male,white,60,Kwazulu Natal,@Stacy 27,5,Fri,Feb,26,2016-02-26T10:41:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
809675,Supersport Live Events,2016-03-24T09:10:00.000Z,1899-12-31T00:07:50.000Z,Stacy ,Borelli,Stacy 274@abcmail.com,male,white,60,Kwazulu Natal,@Stacy 27,5,Thu,Mar,24,2016-03-24T11:10:00.000Z,Weekday,02. Medium consumption,Senior citizen,02. Mid-Morning
809675,Supersport Live Events,2016-02-25T06:25:00.000Z,1899-12-31T00:15:36.000Z,Stacy ,Borelli,Stacy 274@abcmail.com,male,white,60,Kwazulu Natal,@Stacy 27,5,Thu,Feb,25,2016-02-25T08:25:00.000Z,Weekday,02. Medium consumption,Senior citizen,01. Morning
